property_address,status
2901 CABRILLO ST,"Work Complete, CFC Issued"
530 14TH ST,"Work Complete, CFC Issued"
3033 FRANKLIN ST,"Work Complete, CFC Issued"
1701 BROADWAY,"Work Complete, CFC Issued"
1327 LYON ST,Non-Compliant
2136 BRODERICK ST,"Work Complete, CFC Issued"
895 34TH AV,"Work Complete, CFC Issued"
1517 JONES ST,"Work Complete, CFC Issued"
462 27TH ST,"Work Complete, CFC Issued"
4801 17TH ST,Non-Compliant
627 CAPP ST,"Work Complete, CFC Issued"
229 21ST AV,"Work Complete, CFC Issued"
1845 MISSION ST,"Work Complete, CFC Issued"
342 08TH AV,Non-Compliant
965 HYDE ST,"Permit Submitted, CFC Required by 9/15/20"
3318 22ND ST,"Permit Submitted, CFC Required by 9/15/20"
2847 FILLMORE ST,"Permit Submitted, CFC Required by 9/15/20"
189 PARNASSUS AV,"Work Complete, CFC Issued"
780 HAYES ST,"Work Complete, CFC Issued"
1740 PACIFIC AV,"Work Complete, CFC Issued"
4101 NORIEGA ST,Non-Compliant
490 LOMBARD ST,"Work Complete, CFC Issued"
165 PERALTA AV,"Work Complete, CFC Issued"
1434 GRANT AV,"Permit Submitted, CFC Required by 9/15/20"
4092 18TH ST,"Work Complete, CFC Issued"
2490 CHESTNUT ST,"Permit Submitted, CFC Required by 9/15/20"
135 CLIPPER ST,Non-Compliant
360 LOCUST ST,"Work Complete, CFC Issued"
2808 FOLSOM ST,Non-Compliant
1946 WASHINGTON ST,"Work Complete, CFC Issued"
70 MOFFITT ST,"Work Complete, CFC Issued"
301 HUGO ST,"Work Complete, CFC Issued"
1957 15TH ST,"Work Complete, CFC Issued"
927 ALABAMA ST,"Work Complete, CFC Issued"
1230 WASHINGTON ST,"Work Complete, CFC Issued"
2126 PINE ST,Non-Compliant
440 ARGUELLO BL,"Work Complete, CFC Issued"
4232 25TH ST,"Work Complete, CFC Issued"
511 VALLEJO ST,Non-Compliant
1856 PACIFIC AV,Non-Compliant
1382 11TH AV,Non-Compliant
253 CENTRAL AV,"Work Complete, CFC Issued"
1539 GRANT AV,Non-Compliant
1201 DOLORES ST,"Work Complete, CFC Issued"
951A DOLORES ST,"Work Complete, CFC Issued"
3660 20TH ST,Non-Compliant
1430 PACIFIC AV,"Work Complete, CFC Issued"
1945 CLAY ST,"Work Complete, CFC Issued"
1604 SANCHEZ ST,"Work Complete, CFC Issued"
841 SCOTT ST,Non-Compliant
648 WALLER ST,"Work Complete, CFC Issued"
414 26TH AV,"Work Complete, CFC Issued"
4272 23RD ST,Non-Compliant
400 OAK ST,"Work Complete, CFC Issued"
221 NOE ST,"Work Complete, CFC Issued"
3124 OCTAVIA ST,"Work Complete, CFC Issued"
1746 PAGE ST,"Work Complete, CFC Issued"
4479 17TH ST,"Work Complete, CFC Issued"
949 FELL ST,"Work Complete, CFC Issued"
56 SANCHEZ ST,"Work Complete, CFC Issued"
921 DOLORES ST,Non-Compliant
1688 GREEN ST,"Work Complete, CFC Issued"
1237 CHESTNUT ST,"Work Complete, CFC Issued"
2485 FOLSOM ST,Non-Compliant
1385 16TH AV,"Work Complete, CFC Issued"
3433 ANZA ST,"Work Complete, CFC Issued"
745 BALBOA ST,"Work Complete, CFC Issued"
2101 BAY ST,"Work Complete, CFC Issued"
1827 GOLDEN GATE AV,"Work Complete, CFC Issued"
828 TAYLOR ST,Non-Compliant
318 FREDERICK ST,Non-Compliant
444 22ND AV,"Work Complete, CFC Issued"
239 02ND AV,"Work Complete, CFC Issued"
1728 JONES ST,"Work Complete, CFC Issued"
1915 GREENWICH ST,"Work Complete, CFC Issued"
475 25TH AV,Non-Compliant
2305 WASHINGTON ST,"Work Complete, CFC Issued"
2267 FILBERT ST,"Work Complete, CFC Issued"
80 07TH AV,"Work Complete, CFC Issued"
1538 FILBERT ST,"Work Complete, CFC Issued"
825 PINE ST,"Work Complete, CFC Issued"
1067 WASHINGTON ST,Non-Compliant
5556 MISSION ST,"Work Complete, CFC Issued"
462 22ND AV,"Work Complete, CFC Issued"
819 14TH ST,"Permit Submitted, CFC Required by 9/15/20"
474 27TH AV,"Work Complete, CFC Issued"
2845 SAN BRUNO AV,Non-Compliant
720 HAIGHT ST,"Permit Submitted, CFC Required by 9/15/20"
1616 GOLDEN GATE AV,"Work Complete, CFC Issued"
3185 SAN JOSE AV,Non-Compliant
4605 BALBOA ST,"Work Complete, CFC Issued"
1560 05TH AV,Non-Compliant
3345 FILLMORE ST,"Work Complete, CFC Issued"
35 BELVEDERE ST,"Work Complete, CFC Issued"
97 LAFAYETTE ST,"Work Complete, CFC Issued"
5027 CALIFORNIA ST,Non-Compliant
42 CASTRO ST,Non-Compliant
805 LAKE ST,"Work Complete, CFC Issued"
1630 SACRAMENTO ST,"Work Complete, CFC Issued"
3475 18TH ST,Non-Compliant
250 CASTRO ST,"Work Complete, CFC Issued"
2943 16TH ST,"Work Complete, CFC Issued"
1400 LOMBARD ST,"Permit Submitted, CFC Required by 9/15/20"
1507 CALIFORNIA ST,"Work Complete, CFC Issued"
2418 VAN NESS AV,"Work Complete, CFC Issued"
1090 MONTGOMERY ST,"Work Complete, CFC Issued"
1832 FRANKLIN ST,Non-Compliant
125 03RD AV,Non-Compliant
1 CABRILLO ST,"Work Complete, CFC Issued"
1485 HAIGHT ST,"Work Complete, CFC Issued"
41 ARGUELLO BL,"Work Complete, CFC Issued"
1294 VALLEJO ST,"Work Complete, CFC Issued"
1260 BROADWAY,Non-Compliant
1457 JONES ST,"Work Complete, CFC Issued"
126 02ND AV,"Work Complete, CFC Issued"
1341 UNION ST,"Work Complete, CFC Issued"
500 GREENWICH ST,"Work Complete, CFC Issued"
1400 47TH AVE,"Work Complete, CFC Issued"
3270 23RD ST,"Work Complete, CFC Issued"
1395 47TH AV,Non-Compliant
1631 CHESTNUT ST,"Work Complete, CFC Issued"
1855 OAK ST,"Work Complete, CFC Issued"
250 IRVING ST,"Work Complete, CFC Issued"
334 CLAREMONT BL,"Permit Submitted, CFC Required by 9/15/20"
1026 PINE ST,"Work Complete, CFC Issued"
2120 24TH ST,"Work Complete, CFC Issued"
1645 HYDE ST,"Work Complete, CFC Issued"
249 04TH AV,Non-Compliant
467 SANCHEZ ST,"Work Complete, CFC Issued"
1000 FILBERT ST,"Permit Submitted, CFC Required by 9/15/20"
7630 GEARY BL,"Work Complete, CFC Issued"
1854 VALLEJO ST,"Work Complete, CFC Issued"
62 SHERIDAN ST,"Work Complete, CFC Issued"
133 19TH AV,"Work Complete, CFC Issued"
1019 ASHBURY ST,"Work Complete, CFC Issued"
2659 LOMBARD ST,Non-Compliant
4401 20TH ST,Non-Compliant
105 18TH AV,"Work Complete, CFC Issued"
1225 BAY ST,"Work Complete, CFC Issued"
558 CASTRO ST,"Permit Submitted, CFC Required by 9/15/20"
2750 MCALLISTER ST,"Work Complete, CFC Issued"
7550 GEARY BL,"Work Complete, CFC Issued"
1100 MASONIC ST,"Work Complete, CFC Issued"
945 SHOTWELL ST,"Work Complete, CFC Issued"
1745 BEACH ST,"Work Complete, CFC Issued"
535 OCTAVIA ST,"Permit Submitted, CFC Required by 9/15/20"
1390 12TH AV,"Work Complete, CFC Issued"
514 VISITACION AV,"Work Complete, CFC Issued"
1038 GUERRERO ST,"Work Complete, CFC Issued"
1271 09TH AV,"Work Complete, CFC Issued"
4001 24TH ST,"Work Complete, CFC Issued"
1620 LEAVENWORTH ST,Non-Compliant
1051 SANCHEZ ST,"Work Complete, CFC Issued"
1359A SACRAMENTO ST,"Work Complete, CFC Issued"
2845 GOLDEN GATE AV,Non-Compliant
1225 WASHINGTON ST,"Permit Submitted, CFC Required by 9/15/20"
1028 STEINER ST,Non-Compliant
1129 STANYAN ST,"Work Complete, CFC Issued"
1445 LEAVENWORTH ST,Non-Compliant
1625 CHESTNUT ST,"Work Complete, CFC Issued"
518 BRYANT ST,Non-Compliant
633 OAK ST,Non-Compliant
54 PARNASSUS AV,"Work Complete, CFC Issued"
751 PAGE ST,"Permit Submitted, CFC Required by 9/15/20"
1391 08TH AV,"Work Complete, CFC Issued"
1040 ASHBURY ST,Non-Compliant
2825 SACRAMENTO ST,"Work Complete, CFC Issued"
173 DOLORES ST,"Work Complete, CFC Issued"
2707 44TH AV,"Work Complete, CFC Issued"
3365 CESAR CHAVEZ ST,"Work Complete, CFC Issued"
1724 TARAVAL ST,"Permit Submitted, CFC Required by 9/15/20"
863 ARGUELLO BL,"Work Complete, CFC Issued"
175 23RD AV,Non-Compliant
1200 18TH AV,"Work Complete, CFC Issued"
1851 08TH AV,"Work Complete, CFC Issued"
408 HUGO ST,"Work Complete, CFC Issued"
790 20TH AV,"Work Complete, CFC Issued"
3527 18TH ST,"Work Complete, CFC Issued"
290 MIRAMAR AV,"Work Complete, CFC Issued"
1760 GOLDEN GATE AV,Non-Compliant
367 CHESTNUT ST,"Work Complete, CFC Issued"
1400 JONES ST,"Work Complete, CFC Issued"
460 SOUTH VAN NESS AV,"Permit Submitted, CFC Required by 9/15/20"
1120 JACKSON ST,"Work Complete, CFC Issued"
90 PARKER AV,"Work Complete, CFC Issued"
1530 JONES ST,"Work Complete, CFC Issued"
595 03RD AV,"Work Complete, CFC Issued"
1637 15TH ST,"Work Complete, CFC Issued"
2659 CALIFORNIA ST,"Work Complete, CFC Issued"
684 GUERRERO ST,"Permit Submitted, CFC Required by 9/15/20"
406 BRODERICK ST,"Work Complete, CFC Issued"
1287 GREEN ST,"Work Complete, CFC Issued"
3449 22ND ST,"Permit Submitted, CFC Required by 9/15/20"
275 03RD AVE,"Work Complete, CFC Issued"
953 JONES ST,"Work Complete, CFC Issued"
1068 HOWARD ST,"Permit Submitted, CFC Required by 9/15/20"
2150 TAYLOR ST,"Permit Submitted, CFC Required by 9/15/20"
3124 LAGUNA ST,"Permit Submitted, CFC Required by 9/15/20"
1753 FULTON ST,Non-Compliant
182 22ND AV,"Work Complete, CFC Issued"
3341 CESAR CHAVEZ ST,Non-Compliant
1016 MINNA ST,Non-Compliant
107 CYPRESS ST,"Work Complete, CFC Issued"
1319 46TH AV,"Work Complete, CFC Issued"
2210 TAYLOR ST,"Permit Submitted, CFC Required by 9/15/20"
587 BURNETT AV,"Work Complete, CFC Issued"
6415 GEARY BL,"Work Complete, CFC Issued"
410 15TH AV,Non-Compliant
2240 GREEN ST,"Work Complete, CFC Issued"
1285 08TH AV,Non-Compliant
2260 MISSION ST,"Permit Submitted, CFC Required by 9/15/20"
2159 CALIFORNIA ST,"Work Complete, CFC Issued"
20 CRESTLINE DR,"Work Complete, CFC Issued"
4321 JUDAH ST,"Work Complete, CFC Issued"
1085 SOUTH VAN NESS AV,"Work Complete, CFC Issued"
1287 NOE ST,Non-Compliant
1082 FOLSOM ST,"Work Complete, CFC Issued"
1649 WASHINGTON ST,"Work Complete, CFC Issued"
2313 WEBSTER ST,"Work Complete, CFC Issued"
1770 PACIFIC AV,"Work Complete, CFC Issued"
3133 16TH ST,"Permit Submitted, CFC Required by 9/15/20"
1330 PINE ST,"Work Complete, CFC Issued"
360 BAKER ST,Non-Compliant
716 02ND AV,"Work Complete, CFC Issued"
2240 BAY ST,"Work Complete, CFC Issued"
170 WOOD ST,"Work Complete, CFC Issued"
1825 NORIEGA ST,"Work Complete, CFC Issued"
455 EUCLID AV,"Work Complete, CFC Issued"
865 SAN JOSE AV,"Work Complete, CFC Issued"
712 NATOMA ST,Non-Compliant
1333 PAGE ST,Non-Compliant
1222 CLAYTON ST,Non-Compliant
1168 VALENCIA ST,"Work Complete, CFC Issued"
75 DOLORES ST,"Work Complete, CFC Issued"
280 GREEN ST,Non-Compliant
815 PIERCE ST,Non-Compliant
973 HAIGHT ST,"Work Complete, CFC Issued"
140 ALBION ST,"Work Complete, CFC Issued"
61 DIVISADERO ST,"Work Complete, CFC Issued"
355 21ST AV,"Work Complete, CFC Issued"
53 LANDERS ST,Non-Compliant
100 HUGO ST,"Work Complete, CFC Issued"
1601 HOWARD ST,"Work Complete, CFC Issued"
1657 WALLER ST,"Permit Submitted, CFC Required by 9/15/20"
2925 VAN NESS AV,"Work Complete, CFC Issued"
2810 FRANKLIN ST,"Work Complete, CFC Issued"
417 FILBERT ST,"Work Complete, CFC Issued"
852 FILBERT ST,Non-Compliant
1181 GREEN ST,"Work Complete, CFC Issued"
1418 RHODE ISLAND ST,"Work Complete, CFC Issued"
1400 GREENWICH ST,Non-Compliant
3129 FOLSOM ST,"Work Complete, CFC Issued"
7615 GEARY BL,"Work Complete, CFC Issued"
1781 CHURCH ST,"Permit Submitted, CFC Required by 9/15/20"
1062 SOUTH VAN NESS AV,"Work Complete, CFC Issued"
1359 HAYES ST,Non-Compliant
2006 GREEN ST,Non-Compliant
1921 FULTON ST,"Work Complete, CFC Issued"
1249 16TH AV,Non-Compliant
3951 17TH ST,"Work Complete, CFC Issued"
1083 UNION ST,"Work Complete, CFC Issued"
1037 VALENCIA ST,"Permit Submitted, CFC Required by 9/15/20"
40 EDITH ST,"Work Complete, CFC Issued"
159 DOLORES ST,"Work Complete, CFC Issued"
1360 LYON ST,"Work Complete, CFC Issued"
771 09TH AV,"Work Complete, CFC Issued"
400 BRODERICK ST,"Work Complete, CFC Issued"
189 DOLORES ST,"Work Complete, CFC Issued"
1623 CALIORNIA ST,"Work Complete, CFC Issued"
643 WEBSTER ST,"Work Complete, CFC Issued"
1011 HYDE ST,Non-Compliant
857 LOMBARD ST,"Work Complete, CFC Issued"
1964 POST ST,"Work Complete, CFC Issued"
2810 WASHINGTON ST,"Work Complete, CFC Issued"
333 PRESIDIO AV,"Work Complete, CFC Issued"
653 BAY ST,Non-Compliant
2134 GREEN ST,"Work Complete, CFC Issued"
2153 MASON ST,"Work Complete, CFC Issued"
1455 SACRAMENTO ST,Non-Compliant
6340 GEARY BL,"Permit Submitted, CFC Required by 9/15/20"
1438 HYDE ST,"Work Complete, CFC Issued"
2340 UNION ST,"Work Complete, CFC Issued"
627 14TH ST,"Work Complete, CFC Issued"
3420 PIERCE ST,"Work Complete, CFC Issued"
1070 CHURCH ST,"Work Complete, CFC Issued"
806 STANYAN ST,"Work Complete, CFC Issued"
5450 FULTON ST,"Work Complete, CFC Issued"
1801 JACKSON ST,"Work Complete, CFC Issued"
1545 GREENWICH ST,"Work Complete, CFC Issued"
3132 SCOTT ST,"Work Complete, CFC Issued"
973 HOWARD ST,"Work Complete, CFC Issued"
3301 BRODERICK ST,"Work Complete, CFC Issued"
106 PARNASSUS AV,"Work Complete, CFC Issued"
1630 FILBERT ST,"Permit Submitted, CFC Required by 9/15/20"
150 DOLORES ST,"Work Complete, CFC Issued"
550 GUERRERO ST,Non-Compliant
2400 39TH AV,"Work Complete, CFC Issued"
900 CENTRAL AV,"Work Complete, CFC Issued"
726 OAK ST,"Work Complete, CFC Issued"
1619 GOUGH ST,"Work Complete, CFC Issued"
1245 FILBERT ST,"Work Complete, CFC Issued"
926 HAIGHT ST,"Work Complete, CFC Issued"
302 20TH AV,Non-Compliant
3558 17TH ST,Non-Compliant
1637 HYDE ST,Non-Compliant
156 MISSOURI ST,"Work Complete, CFC Issued"
332 FELL ST,"Work Complete, CFC Issued"
1 REUEL CT,"Work Complete, CFC Issued"
3632 24TH ST,"Work Complete, CFC Issued"
570 04TH ST,"Work Complete, CFC Issued"
1550 HYDE ST,"Work Complete, CFC Issued"
1201 CLAYTON ST,"Work Complete, CFC Issued"
2520 BROADWAY,"Work Complete, CFC Issued"
761 GUERRERO ST,"Work Complete, CFC Issued"
1155 PINE ST,"Work Complete, CFC Issued"
1369 SACRAMENTO ST,"Work Complete, CFC Issued"
630 GUERRERO ST,"Work Complete, CFC Issued"
1328 HYDE ST,"Work Complete, CFC Issued"
717 40TH AV,"Work Complete, CFC Issued"
2040 FELL ST,"Work Complete, CFC Issued"
1593 MCALLISTER ST,"Work Complete, CFC Issued"
375 CARL ST,"Work Complete, CFC Issued"
2345 LARKIN ST,Non-Compliant
262 12TH AV,"Permit Submitted, CFC Required by 9/15/20"
577 14TH AV,Non-Compliant
275 GRATTAN ST,Non-Compliant
50 STANYAN ST,"Work Complete, CFC Issued"
4317 21ST ST,"Work Complete, CFC Issued"
156 DUBOCE AV,Non-Compliant
881 FILBERT ST,Non-Compliant
118 CHURCH ST,"Work Complete, CFC Issued"
1531 FRANCISCO ST,"Work Complete, CFC Issued"
240 LIBERTY ST,"Work Complete, CFC Issued"
2035 FILBERT ST,"Work Complete, CFC Issued"
1524 JACKSON ST,Non-Compliant
5011 CALIFORNIA ST,"Work Complete, CFC Issued"
2372 VALLEJO ST,"Work Complete, CFC Issued"
3172 21ST ST,Non-Compliant
290 GREEN ST,"Work Complete, CFC Issued"
860 GREENWICH ST,"Work Complete, CFC Issued"
461 SANCHEZ ST,"Work Complete, CFC Issued"
1323 LEAVENWORTH ST.,Non-Compliant
168 PALM AV,Non-Compliant
444 WARREN DR,"Work Complete, CFC Issued"
2700 23RD ST,"Work Complete, CFC Issued"
2335 LARKIN ST,"Work Complete, CFC Issued"
681 48TH AV,"Work Complete, CFC Issued"
6260 03RD ST,Non-Compliant
85 HEATHER AV,"Work Complete, CFC Issued"
261 CENTRAL AV,"Work Complete, CFC Issued"
438 15TH AV,"Work Complete, CFC Issued"
3700 16TH ST,Non-Compliant
1060 PINE ST,Non-Compliant
1257 CHESTNUT ST,"Work Complete, CFC Issued"
69 HILL ST,Non-Compliant
2647 MISSION ST,"Work Complete, CFC Issued"
351 24TH AV,Non-Compliant
490 HILL ST,"Work Complete, CFC Issued"
547 NATOMA ST,"Work Complete, CFC Issued"
1231 GROVE ST,"Work Complete, CFC Issued"
570 05TH AV,"Work Complete, CFC Issued"
3894 17TH ST,"Work Complete, CFC Issued"
530 PAGE ST,"Work Complete, CFC Issued"
1060 NOE ST,"Work Complete, CFC Issued"
1447 JONES ST,"Work Complete, CFC Issued"
2415 JUDAH ST,Non-Compliant
174 12TH AV,Non-Compliant
2285 BROADWAY,Non-Compliant
5110A DIAMOND HEIGHTS BL,"Work Complete, CFC Issued"
10 CRESTLINE DR,Non-Compliant
456 GREEN ST,"Work Complete, CFC Issued"
851 GUERRERO ST,Non-Compliant
455 COLE ST,"Work Complete, CFC Issued"
2847 FOLSOM ST,"Permit Submitted, CFC Required by 9/15/20"
151 CENTRAL AV,"Work Complete, CFC Issued"
155 RUSS ST,Non-Compliant
1345 16TH AV,"Work Complete, CFC Issued"
81 07TH AV,"Work Complete, CFC Issued"
3435 18TH ST,"Work Complete, CFC Issued"
1171 FILBERT ST,"Work Complete, CFC Issued"
1435 LARKIN ST,Non-Compliant
140 PALM AV,"Work Complete, CFC Issued"
1376 CHURCH ST,"Work Complete, CFC Issued"
870 BROADWAY,"Work Complete, CFC Issued"
1725 HYDE ST,"Work Complete, CFC Issued"
418 25TH AV,"Work Complete, CFC Issued"
988 UNION ST,"Work Complete, CFC Issued"
1594 UNION ST,"Work Complete, CFC Issued"
125 BAY ST,"Work Complete, CFC Issued"
1238 PAGE ST,"Work Complete, CFC Issued"
491 30TH AV,"Work Complete, CFC Issued"
700 ASHBURY ST,"Work Complete, CFC Issued"
1242 18TH AV,"Work Complete, CFC Issued"
849 NOE ST,Non-Compliant
110 PORTOLA DR,"Work Complete, CFC Issued"
2021 POLK ST,"Permit Submitted, CFC Required by 9/15/20"
237 STEINER ST,"Work Complete, CFC Issued"
427 18TH AV,"Work Complete, CFC Issued"
2344 FULTON ST,"Work Complete, CFC Issued"
2765 GOUGH ST,"Work Complete, CFC Issued"
779 GUERRERO ST,Non-Compliant
642 CASTRO ST,Non-Compliant
3720 SCOTT ST,Non-Compliant
290 PRAGUE ST,"Work Complete, CFC Issued"
1200 TREAT AV,"Work Complete, CFC Issued"
1275 CALIFORNIA ST,"Work Complete, CFC Issued"
1675 CLAY ST,"Work Complete, CFC Issued"
1513 TAYLOR ST,"Work Complete, CFC Issued"
477 34TH AV,"Work Complete, CFC Issued"
3400 SACRAMENTO ST,"Work Complete, CFC Issued"
1750 GOLDEN GATE AV,"Work Complete, CFC Issued"
2272 CHESTNUT ST,"Work Complete, CFC Issued"
3222 16TH ST,Non-Compliant
1750 WASHINGTON ST,"Work Complete, CFC Issued"
138 CLINTON PK,"Permit Submitted, CFC Required by 9/15/20"
625 SHRADER ST,"Work Complete, CFC Issued"
1880 FELL ST,"Work Complete, CFC Issued"
789 06TH AV,Non-Compliant
4645 BALBOA ST,Non-Compliant
160 GARDENSIDE DR,"Work Complete, CFC Issued"
4540 CALIFORNIA ST,Non-Compliant
1640 BAY ST,"Work Complete, CFC Issued"
133 BAKER ST,Non-Compliant
265 CENTRAL AV,"Work Complete, CFC Issued"
1606 CHURCH ST,"Work Complete, CFC Issued"
10 VALENCIA ST,"Permit Submitted, CFC Required by 9/15/20"
456 14TH ST,"Work Complete, CFC Issued"
208 LEXINGTON ST,"Work Complete, CFC Issued"
180 CLIFFORD TR,"Work Complete, CFC Issued"
1840 VAN NESS AV,"Work Complete, CFC Issued"
69 LAPIDGE ST,"Work Complete, CFC Issued"
2015 SACRAMENTO ST,"Work Complete, CFC Issued"
251 CENTRAL AV,"Work Complete, CFC Issued"
1660 SACRAMENTO ST,Non-Compliant
61 CENTRAL AV,"Work Complete, CFC Issued"
1648 FILBERT ST,"Work Complete, CFC Issued"
1348 SACRAMENTO ST,Non-Compliant
2733 MISSION ST,Non-Compliant
53 PEARL ST,"Work Complete, CFC Issued"
2528 WASHINGTON ST,"Work Complete, CFC Issued"
1301 LEAVENWORTH ST,"Work Complete, CFC Issued"
2430 FRANCISCO ST,"Permit Submitted, CFC Required by 9/15/20"
1940 SACRAMENTO ST,"Work Complete, CFC Issued"
667 PORTOLA DR,"Permit Submitted, CFC Required by 9/15/20"
227 15TH AV,Non-Compliant
1560 GREEN ST,"Work Complete, CFC Issued"
321 09TH AV,"Work Complete, CFC Issued"
104 SOUTH PARK,"Permit Submitted, CFC Required by 9/15/20"
1106 SOUTH VAN NESS AV,"Work Complete, CFC Issued"
2433 FRANKLIN ST,"Work Complete, CFC Issued"
1371 10TH AV,"Work Complete, CFC Issued"
3730 25TH ST,"Work Complete, CFC Issued"
810 VALLEJO ST,Non-Compliant
1440 MONTGOMERY ST,"Work Complete, CFC Issued"
423 UNION ST,"Permit Submitted, CFC Required by 9/15/20"
1545 05TH AV,"Work Complete, CFC Issued"
81 SANCHEZ ST,"Work Complete, CFC Issued"
430 44TH AV,"Work Complete, CFC Issued"
1900 DIVISADERO ST,"Permit Submitted, CFC Required by 9/15/20"
329 24TH AV,"Work Complete, CFC Issued"
819 HAMPSHIRE ST,"Work Complete, CFC Issued"
1706 STEINER ST,"Work Complete, CFC Issued"
968 PAGE ST,"Work Complete, CFC Issued"
1085 WASHINGTON ST,"Work Complete, CFC Issued"
1 GOLD MINE DR,"Work Complete, CFC Issued"
195 02ND AV,"Work Complete, CFC Issued"
842 GUERRERO ST,Non-Compliant
3235 GOUGH ST,"Work Complete, CFC Issued"
44 CRESTLINE DR,"Work Complete, CFC Issued"
1231 16TH AV,"Work Complete, CFC Issued"
833 DIVISADERO ST,"Permit Submitted, CFC Required by 9/15/20"
3150 FRANKLIN ST,"Work Complete, CFC Issued"
85 14TH ST,"Permit Submitted, CFC Required by 9/15/20"
750 PARNASSUS AV,"Work Complete, CFC Issued"
1961 CLAY ST,"Work Complete, CFC Issued"
830 HAYES ST,Non-Compliant
337 WEBSTER ST,Non-Compliant
1245 10TH AV,"Work Complete, CFC Issued"
4725 IRVING ST,"Work Complete, CFC Issued"
2380 JACKSON ST,"Permit Submitted, CFC Required by 9/15/20"
738 06TH AV,"Work Complete, CFC Issued"
1901 DIVISADERO ST,Non-Compliant
560 PRESIDIO AV,"Work Complete, CFC Issued"
449 FILBERT ST,"Work Complete, CFC Issued"
460 MONTEREY BL,"Work Complete, CFC Issued"
345 FILLMORE ST,"Work Complete, CFC Issued"
1652 EDDY ST,"Permit Submitted, CFC Required by 9/15/20"
1355 WILLARD ST,"Work Complete, CFC Issued"
343 26TH AV,"Work Complete, CFC Issued"
1201 06TH AV,"Work Complete, CFC Issued"
1500 12TH AV,"Work Complete, CFC Issued"
2600 44TH AV,"Work Complete, CFC Issued"
3407 24TH ST,"Work Complete, CFC Issued"
1520 LEAVENWORTH ST,Non-Compliant
450 CASTRO ST,"Permit Submitted, CFC Required by 9/15/20"
1585 CHESTNUT ST,"Work Complete, CFC Issued"
1820 GRANT AV,"Work Complete, CFC Issued"
1456 SACRAMENTO ST,"Work Complete, CFC Issued"
1665 GOLDEN GATE AV,"Work Complete, CFC Issued"
2301 15TH ST,"Work Complete, CFC Issued"
2961 24TH ST,"Permit Submitted, CFC Required by 9/15/20"
1135 KEARNY ST,"Work Complete, CFC Issued"
1457 HAIGHT ST,"Permit Submitted, CFC Required by 9/15/20"
1401 24TH AV,"Work Complete, CFC Issued"
165 JULIAN AV,"Work Complete, CFC Issued"
211 SANCHEZ ST,"Work Complete, CFC Issued"
1201 LEAVENWORTH ST,"Work Complete, CFC Issued"
10 GLADYS ST,Non-Compliant
578 JERSEY ST,"Work Complete, CFC Issued"
1627 JACKSON ST,"Work Complete, CFC Issued"
143 28TH ST,"Work Complete, CFC Issued"
1598 MCALLISTER ST,"Permit Submitted, CFC Required by 9/15/20"
949 ASHBURY ST,"Work Complete, CFC Issued"
251 27TH AV,"Work Complete, CFC Issued"
561 GREENWICH ST,"Work Complete, CFC Issued"
300 COLERIDGE ST,"Work Complete, No CFC Issued yet"
2444 GREAT HY,Non-Compliant
2233 LARKIN ST,"Work Complete, CFC Issued"
201 CLEMENT ST,"Permit Submitted, CFC Required by 9/15/20"
1225 TAYLOR ST,"Work Complete, CFC Issued"
2345 POST ST,"Work Complete, CFC Issued"
2077 JACKSON ST,"Work Complete, CFC Issued"
2028 SCOTT ST,"Work Complete, CFC Issued"
4801 CALIFORNIA ST,"Work Complete, CFC Issued"
52 DAY ST,"Work Complete, CFC Issued"
35 ROSIE LEE LN,Non-Compliant
570 DUNCAN ST,"Work Complete, CFC Issued"
